"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Title 2","Title 2 Length","Title 2 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Description 2","Meta Description 2 Length","Meta Description 2 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","Meta Robots 2","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","URL Encoded Address","Crawl Timestamp"
"https://www.rnwmultimedia.edu.in/","text/html; charset=UTF-8","200","OK","Indexable","","Rnwmultimedia: Computer Classes & Multimedia Training institute in Surat","72","659","","0","0","Get basic to advance computer course in Surat from Government certified institute. Leading software training and information technology institute near you.","155","965","","0","0","","0","","0","","0","Mr. Alok Kumar","14","Mr. Piyush Jinjala","18","","","","","https://www.rnwmultimedia.edu.in/","","","","","","161239","21905","21905","8.531","","1151","271","4.247","79.777","Fairly Easy","5.721","0","0","","882","324","0","90.000","167","99","0","21","19","0","","","","","e202c575c029bb3d28cd510a9b859acc","1.224","","","","","en","1.1","","https://www.rnwmultimedia.edu.in/","2025-05-07 18:31:45"
"https://www.rnwmultimedia.edu.in/new_panel/uploads/city_image-1689423527118-382514879.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","191067","191067","191067","74.409","","0","","","","","0.000","1","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","2.725","Sat, 15 Jul 2023 12:18:47 GMT","","","","","1.1","","https://www.rnwmultimedia.edu.in/new_panel/uploads/city_image-1689423527118-382514879.png","2025-05-07 18:31:48"
"https://www.rnwmultimedia.edu.in/css/plugins.css","text/css","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","2.736","Fri, 23 Sep 2022 06:18:44 GMT","","","","","1.1","","https://www.rnwmultimedia.edu.in/css/plugins.css","2025-05-07 18:31:48"
"https://www.rnwmultimedia.edu.in/assets/img/course/2.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","1583","1583","1583","0.616","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","2.778","Tue, 08 Nov 2022 11:21:52 GMT","","","","","1.1","","https://www.rnwmultimedia.edu.in/assets/img/course/2.png","2025-05-07 18:31:48"
"https://www.rnwmultimedia.edu.in/js/plugins.js","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.710","Fri, 23 Sep 2022 06:19:34 GMT","","","","","1.1","","https://www.rnwmultimedia.edu.in/js/plugins.js","2025-05-07 18:31:50"
"https://www.rnwmultimedia.edu.in/figma-course-surat.php","text/html; charset=UTF-8","200","OK","Indexable","","Figma Ui/Ux Course in Surat | Best Figma training Institute In Surat","68","586","","0","0","Searching for Ui/ Ux Training Institute In Surat? Our Figma Course Classes is Best in Surat for learning UI/UX by industry experts.","131","796","","0","0","","0","Figma Course In Surat","21","","0","About Figma Course","18","","0","index","","","","https://www.rnwmultimedia.edu.in/figma-course-surat.php","","","","","","68013","12370","12370","4.817","","489","102","4.794","68.754","Normal","7.855","1","0","","154","149","0","41.390","135","92","0","14","12","0","","","","","f292f7a904861c7b78f87db55c652e7c","3.510","","","","","en","1.1","","https://www.rnwmultimedia.edu.in/figma-course-surat.php","2025-05-07 18:31:48"
"https://www.rnwmultimedia.edu.in/assets/img/student/student-8.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","54378","54378","54378","21.177","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","4.057","Tue, 08 Nov 2022 11:22:54 GMT","","","","","1.1","","https://www.rnwmultimedia.edu.in/assets/img/student/student-8.jpg","2025-05-07 18:31:48"
"https://www.rnwmultimedia.edu.in/assets/img/photos/infra_5.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","781550","781550","781550","304.367","","0","","","","","0.000","1","3","","8","8","0","2.220","0","0","0","0","0","0","","","","","","0.619","Thu, 25 Jan 2024 12:13:04 GMT","","","","","1.1","","https://www.rnwmultimedia.edu.in/assets/img/photos/infra_5.jpg","2025-05-07 18:31:51"
"https://www.rnwmultimedia.edu.in/digital-marketing-course1.php","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Digital Marketing course in Surat & best Digital Marketing institute","68","581","","0","0","Looking for the best digital marketing institute in Surat? We conduct the best digital marketing classes in Surat. Learn Online marketing from the top institute with guaranteed placements","187","1150","","0","0","","0","3 Months Digital Marketing Course","33","","0","Whether you are a working professional, entrepreneur or looking to switch career","80","Start your journey with our industry oriented Digital Marketing Course","70","","","","","https://www.rnwmultimedia.edu.in/digital-marketing-course.php","","","","","","100330","14458","14458","5.631","","761","153","4.974","57.044","Fairly Hard","7.359","1","0","","62","61","0","16.940","124","85","0","13","11","0","","","","","98a16ac5d6e12778c376e6d0c76b3307","1.556","","","","","en","1.1","","https://www.rnwmultimedia.edu.in/digital-marketing-course1.php","2025-05-07 18:31:50"
"https://www.rnwmultimedia.edu.in/bhavnagar/","text/html; charset=UTF-8","200","OK","Indexable","","Best Multimedia & Computer Course Training institute in Bhavnagar","65","598","","0","0","Red and white multimedia education in Bhavnagar provides basic to advance computer classes in Bhavnagar. Computer training institute in Bhavnagar with range of IT information technology course","192","1226","","0","0","","0","Best Multimedia & Computer IT Training institute in Bhavnagar.","62","","0","Mr. Alok Kumar","14","Mr. Piyush Jinjala","18","","","","","https://www.rnwmultimedia.edu.in/bhavnagar/","","","","","","113255","15726","15726","6.124","","498","138","3.609","66.079","Normal","4.521","1","1","","374","244","0","67.780","137","87","0","19","16","0","","","","","e9ea8eb4d41d143a9e8bf6e3ebcac733","1.532","","","","","en","1.1","","https://www.rnwmultimedia.edu.in/bhavnagar/","2025-05-07 18:31:50"
"https://www.rnwmultimedia.edu.in/assets/img/course/4.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","1869","1869","1869","0.728","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.664","Tue, 08 Nov 2022 11:21:52 GMT","","","","","1.1","","https://www.rnwmultimedia.edu.in/assets/img/course/4.png","2025-05-07 18:31:52"
"https://www.rnwmultimedia.edu.in/images/digital-india-min.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","5979","5979","5979","2.328","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.627","Wed, 26 Apr 2023 07:19:37 GMT","","","","","1.1","","https://www.rnwmultimedia.edu.in/images/digital-india-min.png","2025-05-07 18:31:52"
"https://www.rnwmultimedia.edu.in/html-sitemap.php","text/html; charset=UTF-8","200","OK","Indexable","","Sitemap","7","73","","0","0","www.rnwmultimedia.edu.in Sitemap","32","225","","0","0","www.rnwmultimedia.edu.in, Sitemap","33","Sitemap","7","","0","","0","","0","","","","","","","","","","","61010","8882","8882","3.459","","4","2","2.000","0.000","Very Hard","32.642","1","0","","336","323","0","89.720","299","286","0","1","1","0","","","","","86136e287d2018a600f5a48b0b3619bd","1.296","","","","","","1.1","","https://www.rnwmultimedia.edu.in/html-sitemap.php","2025-05-07 18:31:52"
"https://www.rnwmultimedia.edu.in/ita-cs-short-term-course.php","text/html; charset=UTF-8","200","OK","Non-Indexable","noindex","Cyber Security - Ethical hacking training institute in Surat with advance course module","87","759","","0","0","Gujarat No#1 Ethical hacking institute in Surat. Attend ethical hacking course known as Cyber security course from leading experts in Surat","139","861","","0","0","","0","","0","","0","12 Months Cyber Security Course","31","Why Cyber Security?","19","noindex","","","","","","","","","","106056","14738","14738","5.740","","569","119","4.782","63.113","Normal","5.715","1","0","","64","61","0","16.940","124","84","0","15","12","0","","","","","f13337e67c610c06e8afa6155c013784","1.331","","","","","en","1.1","","https://www.rnwmultimedia.edu.in/ita-cs-short-term-course.php","2025-05-07 18:31:52"
"https://www.rnwmultimedia.edu.in/data_analytics.php","text/html; charset=UTF-8","200","OK","Non-Indexable","noindex","Data Analytics in Surat","23","200","","0","0","","0","0","","0","0","","0","","0","","0","Data Analysis Course","20","Data Analytics Course Learning Path","35","noindex","","","","","","","","","","121793","20579","20579","8.014","","1372","264","5.197","69.480","Normal","8.804","1","0","","62","61","0","16.940","132","92","0","13","11","0","","","","","f4fa285bfe3082e70941c8bef12870fe","1.291","","","","","en","1.1","","https://www.rnwmultimedia.edu.in/data_analytics.php","2025-05-07 18:31:52"
"https://www.rnwmultimedia.edu.in/assets/img/student/student-7.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","54523","54523","54523","21.233","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.619","Tue, 08 Nov 2022 11:22:54 GMT","","","","","1.1","","https://www.rnwmultimedia.edu.in/assets/img/student/student-7.jpg","2025-05-07 18:31:54"
"https://www.rnwmultimedia.edu.in/assets/img/student/student-5.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","56092","56092","56092","21.844","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.711","Tue, 08 Nov 2022 11:22:54 GMT","","","","","1.1","","https://www.rnwmultimedia.edu.in/assets/img/student/student-5.jpg","2025-05-07 18:31:54"
"https://www.rnwmultimedia.edu.in/gandhinagar/contact.php","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Contact Us: Red and White Institute Phone number & Address Details","66","609","","0","0","Check out the address for all the branches of Red and White Institute. Address Details, Email, Live Chat and Phone Number. Call 9331313198","138","873","","0","0","","0","Contact Us","10","","0","","0","","0","nofollow","index, nofollow","","","https://www.rnwmultimedia.edu.in/contact.php","","","","","","70384","10985","10985","4.278","","102","46","2.217","66.902","Normal","3.636","1","1","","30","15","0","4.170","119","77","0","13","11","0","","","","","9a79f93dc5813f5e960ba6a2b5e6cbd","1.505","","","","","en","1.1","","https://www.rnwmultimedia.edu.in/gandhinagar/contact.php","2025-05-07 18:31:53"
"https://www.rnwmultimedia.edu.in/js/bootstrap.bundle.min.js","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","22447","22447","22447","8.742","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.734","Fri, 23 Sep 2022 06:19:34 GMT","","","","","1.1","","https://www.rnwmultimedia.edu.in/js/bootstrap.bundle.min.js","2025-05-07 18:31:54"
"https://www.rnwmultimedia.edu.in/assets/img/photos/infra_7.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","993870","993870","993870","387.053","","0","","","","","0.000","1","3","","8","8","0","2.220","0","0","0","0","0","0","","","","","","0.666","Thu, 25 Jan 2024 12:13:04 GMT","","","","","1.1","","https://www.rnwmultimedia.edu.in/assets/img/photos/infra_7.jpg","2025-05-07 18:31:55"
"https://www.rnwmultimedia.edu.in/laravel-training-surat.php","text/html; charset=UTF-8","200","OK","Indexable","","No 1 Laravel Developer Course Institute in Surat | Advance Training","67","592","","0","0","Get basic to advance laravel course training in Surat from Government certified institute. Enroll today at the Leading laravel developer course institute RednWhite Multimedia","174","1065","","0","0","","0","Laravel Training Course in Surat","32","","0","About Laravel Course","20","","0","index","","","","https://www.rnwmultimedia.edu.in/laravel-training-surat.php","","","","","","78008","13113","13113","5.107","","743","170","4.371","79.541","Fairly Easy","8.272","1","0","","148","144","0","40.000","136","92","0","14","12","0","","","","","6d078820ac04065180f9597136b02fe5","1.323","","","","","en","1.1","","https://www.rnwmultimedia.edu.in/laravel-training-surat.php","2025-05-07 18:31:54"
"https://www.rnwmultimedia.edu.in/adobe-illustrator-training-surat.php","text/html; charset=UTF-8","200","OK","Indexable","","Adobe Illustrator course in Surat: [100% Advance Training]","58","514","","0","0","Join our Adobe Illustrator Course in Surat to get 100% Advance training with the latest 2024 course module and full time staff support only at R&W Multimedia.","158","983","","0","0","","0","Adobe Illustrator Training in Surat","35","","0","About Adobe Illustrator Course","30","Illustrator Graphics","20","index","","","","https://www.rnwmultimedia.edu.in/adobe-illustrator-training-surat.php","","","","","","68336","12200","12200","4.751","","566","103","5.495","74.656","Fairly Easy","8.346","1","0","","148","145","0","40.280","136","93","0","13","11","0","","","","","b80204927e292531d56a99bc057a1c5d","1.308","","","","","en","1.1","","https://www.rnwmultimedia.edu.in/adobe-illustrator-training-surat.php","2025-05-07 18:31:54"
