"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Title 2","Title 2 Length","Title 2 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Description 2","Meta Description 2 Length","Meta Description 2 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","Meta Robots 2","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","URL Encoded Address","Crawl Timestamp"
"https://www.rnwmultimedia.edu.in/","text/html; charset=UTF-8","200","OK","Indexable","","Rnwmultimedia: Computer Classes & Multimedia Training institute in Surat","72","659","","0","0","Get basic to advance computer course in Surat from Government certified institute. Leading software training and information technology institute near you.","155","965","","0","0","","0","","0","","0","Mr. Alok Kumar","14","Mr. Piyush Jinjala","18","","","","","https://www.rnwmultimedia.edu.in/","","","","","","161239","21909","21909","8.532","","1151","271","4.247","79.777","Fairly Easy","5.721","0","0","","825","309","0","99.680","167","99","0","21","19","0","","","","","fe1243aa3b04d1175d112e92b74e6ef1","0.465","","","","","en","1.1","","https://www.rnwmultimedia.edu.in/","2025-05-26 13:20:35"
"https://www.rnwmultimedia.edu.in/assets/img/student/student-8.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","54378","54378","54378","21.177","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.307","Tue, 08 Nov 2022 11:22:54 GMT","","","","","1.1","","https://www.rnwmultimedia.edu.in/assets/img/student/student-8.jpg","2025-05-26 13:20:39"
"https://www.rnwmultimedia.edu.in/new_panel/uploads/city_image-1689423527118-382514879.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","191067","191067","191067","74.409","","0","","","","","0.000","1","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.315","Sat, 15 Jul 2023 12:18:47 GMT","","","","","1.1","","https://www.rnwmultimedia.edu.in/new_panel/uploads/city_image-1689423527118-382514879.png","2025-05-26 13:20:39"
"https://www.rnwmultimedia.edu.in/assets/img/course/2.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","1583","1583","1583","0.616","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.334","Tue, 08 Nov 2022 11:21:52 GMT","","","","","1.1","","https://www.rnwmultimedia.edu.in/assets/img/course/2.png","2025-05-26 13:20:39"
"https://www.rnwmultimedia.edu.in/js/plugins.js","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.295","Fri, 23 Sep 2022 06:19:34 GMT","","","","","1.1","","https://www.rnwmultimedia.edu.in/js/plugins.js","2025-05-26 13:20:40"
"https://www.rnwmultimedia.edu.in/css/plugins.css","text/css","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.688","Fri, 23 Sep 2022 06:18:44 GMT","","","","","1.1","","https://www.rnwmultimedia.edu.in/css/plugins.css","2025-05-26 13:20:39"
"https://www.rnwmultimedia.edu.in/figma-course-surat.php","text/html; charset=UTF-8","200","OK","Indexable","","Figma Ui/Ux Course in Surat | Best Figma training Institute In Surat","68","586","","0","0","Searching for Ui/ Ux Training Institute In Surat? Our Figma Course Classes is Best in Surat for learning UI/UX by industry experts.","131","796","","0","0","","0","Figma Course In Surat","21","","0","About Figma Course","18","","0","index","","","","https://www.rnwmultimedia.edu.in/figma-course-surat.php","","","","","","68013","12372","12372","4.818","","489","102","4.794","68.754","Normal","7.855","1","0","","140","135","0","43.550","135","92","0","14","12","0","","","","","6c732a745892487744ddd77f8d972435","0.534","","","","","en","1.1","","https://www.rnwmultimedia.edu.in/figma-course-surat.php","2025-05-26 13:20:39"
"https://www.rnwmultimedia.edu.in/digital-marketing-course1.php","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Digital Marketing course in Surat & best Digital Marketing institute","68","581","","0","0","Looking for the best digital marketing institute in Surat? We conduct the best digital marketing classes in Surat. Learn Online marketing from the top institute with guaranteed placements","187","1150","","0","0","","0","3 Months Digital Marketing Course","33","","0","Whether you are a working professional, entrepreneur or looking to switch career","80","Start your journey with our industry oriented Digital Marketing Course","70","","","","","https://www.rnwmultimedia.edu.in/digital-marketing-course.php","","","","","","100330","14467","14467","5.634","","761","153","4.974","57.044","Fairly Hard","7.359","1","0","","62","61","0","19.680","124","85","0","13","11","0","","","","","bc4673740f787d12df162a633791a6b5","0.493","","","","","en","1.1","","https://www.rnwmultimedia.edu.in/digital-marketing-course1.php","2025-05-26 13:20:40"
"https://www.rnwmultimedia.edu.in/bhavnagar/","text/html; charset=UTF-8","200","OK","Indexable","","Best Multimedia & Computer Course Training institute in Bhavnagar","65","598","","0","0","Red and white multimedia education in Bhavnagar provides basic to advance computer classes in Bhavnagar. Computer training institute in Bhavnagar with range of IT information technology course","192","1226","","0","0","","0","Best Multimedia & Computer IT Training institute in Bhavnagar.","62","","0","Mr. Alok Kumar","14","Mr. Piyush Jinjala","18","","","","","https://www.rnwmultimedia.edu.in/bhavnagar/","","","","","","113255","15726","15726","6.124","","498","138","3.609","66.079","Normal","4.521","1","1","","374","244","0","78.710","137","87","0","19","16","0","","","","","ba65378895bfdc58bd14aa1e6c094c9e","0.767","","","","","en","1.1","","https://www.rnwmultimedia.edu.in/bhavnagar/","2025-05-26 13:20:40"
"https://www.rnwmultimedia.edu.in/visual-effect-mastery-course.php","text/html; charset=UTF-8","200","OK","Non-Indexable","noindex","Photo Editing","13","119","","0","0","","0","0","","0","0","","0","Visual Effects (VFX) Mastery Course","35","","0","Course Overview","15","Meet Your Instructor","20","noindex","","","","","","","","","","84716","14438","14438","5.623","","924","157","5.885","58.671","Fairly Hard","10.283","1","0","","65","61","0","19.680","126","84","0","13","11","0","","","","","46480a121a6b3ae85ab9701ac71688e0","0.554","","","","","en","1.1","","https://www.rnwmultimedia.edu.in/visual-effect-mastery-course.php","2025-05-26 13:20:40"
